"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"hsa00600","hsa00600","Sphingolipid metabolism",54,0.525919967947938,1.58883973625678,0.0114197003577524,0.0337792817304944,0.0188897299150791,3570,"tags=44%, list=18%, signal=37%","130367/9334/253782/4758/9517/166929/55331/8612/3073/91012/7357/8877/55512/8879/2720/2760/2581/55627/2717/7368/8560/10558/2629/29956"
"hsa02010","hsa02010","ABC transporters",44,-0.473284219462082,-1.5714162413358,0.0123655384728828,0.0362722461871227,0.0202838218809568,1331,"tags=27%, list=7%, signal=25%","23460/368/5243/5825/10350/21/6833/1672/10349/10351/23461/1080"
"hsa01250","hsa01250","Biosynthesis of nucleotide sugars",36,0.565575437885486,1.59185043877869,0.0128518121108278,0.0373870897769536,0.0209072541515859,3120,"tags=33%, list=16%, signal=28%","3099/2582/2821/80201/55276/9945/3098/7264/10020/80146/55577/7358"
"hsa04620","hsa04620","Toll-like receptor signaling pathway",103,0.44750897247892,1.47279490940905,0.0132747837079376,0.0383010152884757,0.0214183309178976,3411,"tags=28%, list=17%, signal=23%","1513/3627/3576/6696/5879/6773/4283/6772/4615/841/941/5595/10379/29110/929/942/3455/5970/10333/23643/7187/3551/7097/7099/9641/1432/5604/8772/6352"
"hsa01210","hsa01210","2-Oxocarboxylic acid metabolism",33,-0.53672367452001,-1.66657108381642,0.0147249619467087,0.0417998919777538,0.0233749395928228,2540,"tags=39%, list=13%, signal=34%","5161/1629/594/1738/55753/100526760/3418/55526/587/5160/48/586/84706"
"hsa04650","hsa04650","Natural killer cell mediated cytotoxicity",113,0.445894816038349,1.48839493765428,0.0146581296228662,0.0417998919777538,0.0233749395928228,3697,"tags=29%, list=19%, signal=24%","2215/5879/2214/3383/8743/8797/5880/2207/8795/5058/3689/3845/355/5595/5530/5578/5335/3937/3455/3459/154064/3460/2885/7409/2534/637/6464/6452/5604/7305/100507436/79465/836"
"hsa04623","hsa04623","Cytosolic DNA-sensing pathway",78,0.467938253345515,1.49532114689425,0.0149409652862414,0.0420737582460559,0.0235280884928602,4326,"tags=38%, list=22%, signal=30%","3627/3606/3428/340061/115004/29108/841/1687/5437/103/23586/29110/197259/834/5970/11035/51428/3551/9447/9641/5440/8772/6352/10146/836/51728/5434/4790/81030/4793"
"hsa05221","hsa05221","Acute myeloid leukemia",66,0.478157715515217,1.48904399880563,0.0157749394988941,0.0440696722508786,0.0246442246139782,3409,"tags=35%, list=17%, signal=29%","51176/3728/861/890/5371/6934/3845/5595/1848/3684/862/595/5467/929/5970/11040/5292/3551/2885/2209/5604/6774/597"
"hsa04070","hsa04070","Phosphatidylinositol signaling system",97,0.449807118301493,1.47703486586719,0.0161660090017399,0.0448065761308068,0.0250563090205169,3762,"tags=33%, list=19%, signal=27%","3710/8821/160851/1606/113026/5331/91860/79837/22876/1040/8898/5287/5578/3635/5335/805/5288/8394/80271/9677/8871/8527/5330/9162/5305/55361/3705/3631/55529/3636/5332/3612"
"hsa05144","hsa05144","Malaria",48,0.509476954776354,1.52846993753941,0.0174129738834169,0.0478856781793963,0.0267781752976887,1735,"tags=31%, list=9%, signal=29%","7058/4233/1311/3576/3606/6382/7042/4035/7040/3383/4615/3689/7057/7059/7043"
"hsa00980","hsa00980","Metabolism of xenobiotics by cytochrome P450",67,-0.414685047418642,-1.47924458956411,0.0177030441381779,0.0482871711692957,0.0270026944038825,1390,"tags=25%, list=7%, signal=24%","2947/2944/10720/2946/2940/1571/7364/22977/79799/124/2941/126/7366/2052/2938/125/2939"
"hsa03013","hsa03013","Nucleocytoplasmic transport",106,0.444499959589122,1.47027951761002,0.0178333302613876,0.0482871711692957,0.0270026944038825,5552,"tags=46%, list=28%, signal=33%","3838/402569/3839/7514/9775/79228/56000/23214/9688/79902/55706/3840/9631/5905/55161/6612/7341/23633/9818/7329/6613/57187/23534/4928/30000/22985/84321/55705/23636/23511/7175/387082/22916/8480/9670/3837/57122/51808/5901/23165/1434/55110/2733/3836/65109/9939/79023/8563/23039"
"hsa04146","hsa04146","Peroxisome",81,-0.403992130159323,-1.48780277743531,0.0183812581572538,0.0493908616133843,0.027619889718011,2646,"tags=33%, list=13%, signal=29%","83594/26061/5830/92960/10901/6342/1962/51/8310/8800/3418/8309/3295/5825/5827/5264/847/5191/11001/283927/54511/23417/1384/255027/10455/51555/2053"
"hsa05332","hsa05332","Graft-versus-host disease",34,0.563495847352803,1.57132164206542,0.018589603377791,0.0495722756741094,0.0277213383703901,3114,"tags=44%, list=16%, signal=37%","3552/3123/3118/941/355/3117/3134/3127/3122/3120/942/3113/3109/3115/3119"
