"Gene","Module"
"RGS11","turquoise"
"RGS14","turquoise"
"RGS19","turquoise"
"RGS9BP","turquoise"
"RHBDD3","turquoise"
"RHBDL1","turquoise"
"RHBDL3","turquoise"
"RHO","turquoise"
"RHOV","turquoise"
"RHOXF2","turquoise"
"RHPN1","turquoise"
"RHPN1-AS1","turquoise"
"RILP","turquoise"
"RIMOC1","turquoise"
"RIMS3","turquoise"
"RIMS4","turquoise"
"RINL","turquoise"
"RIPK1","turquoise"
"RIPPLY3","turquoise"
"RITA1","turquoise"
"RLBP1","turquoise"
"RMDN1","turquoise"
"RNASE10","turquoise"
"RNASE13","turquoise"
"RND2","turquoise"
"RNF111","turquoise"
"RNF113B","turquoise"
"RNF126P1","turquoise"
"RNF151","turquoise"
"RNF213-AS1","turquoise"
"RNF215","turquoise"
"RNF222","turquoise"
"RNF227","turquoise"
"RNF5","turquoise"
"RNF7","turquoise"
"RNU12","turquoise"
"RNVU1-18","turquoise"
"RNVU1-8","turquoise"
"ROBO3","turquoise"
"ROM1","turquoise"
"RP1L1","turquoise"
"RPH3A","turquoise"
"RPL10L","turquoise"
"RPL12","turquoise"
"RPL13","turquoise"
"RPP14","turquoise"
"RPP25","turquoise"
"RPP30","turquoise"
"RPP38-DT","turquoise"
"RPRM","turquoise"
"RPRML","turquoise"
"RPS2P32","turquoise"
"RPS6KL1","turquoise"
"RPUSD1","turquoise"
"RRAGB","turquoise"
"RRAS2","turquoise"
"RSC1A1","turquoise"
"RSPH6A","turquoise"
"RSPH9","turquoise"
"RSPO1","turquoise"
"RSPO4","turquoise"
"RSRC2","turquoise"
"RTBDN","turquoise"
"RTL10","turquoise"
"RTN4R","turquoise"
"RTN4RL2","turquoise"
"RTP1","turquoise"
"RTP3","turquoise"
"RTP5","turquoise"
"RTTN","turquoise"
"RUFY1","turquoise"
"RUFY4","turquoise"
"RXFP3","turquoise"
"RYK","turquoise"
"RYR1","turquoise"
"S100A7","turquoise"
"S1PR2","turquoise"
"S1PR3","turquoise"
"S1PR5","turquoise"
"SAC3D1","turquoise"
"SALL1","turquoise"
"SALL3","turquoise"
"SAMD1","turquoise"
"SAMD10","turquoise"
"SAMD11","turquoise"
"SAMD14","turquoise"
"SAMTOR","turquoise"
"SAP30","turquoise"
"SAPCD2","turquoise"
"SATB2-AS1","turquoise"
"SAXO5","turquoise"
"SBK1","turquoise"
"SBK2","turquoise"
"SBSN","turquoise"
"SCAF1","turquoise"
"SCAND1","turquoise"
"SCARF1","turquoise"
"SCFD2","turquoise"
"SCGB1C2","turquoise"
"SCGB3A1","turquoise"
"SCN10A","turquoise"
"SCN2B","turquoise"
"SCN4A","turquoise"
"SCN5A","turquoise"
"SCNN1D","turquoise"
"SCRIB","turquoise"
"SCRT1","turquoise"
"SCRT2","turquoise"
"SCT","turquoise"
"SCUBE1","turquoise"
"SCX","turquoise"
"SCYL2","turquoise"
"SDR9C7","turquoise"
"SEBOX","turquoise"
"SEC14L5","turquoise"
"SEC24B","turquoise"
"SEC61A2","turquoise"
"SELENOV","turquoise"
"SEMA5B","turquoise"
"SEMA6C","turquoise"
"SEPHS2","turquoise"
"SEPTIN10","turquoise"
"SEPTIN7P9","turquoise"
"SERF2","turquoise"
"SERINC5","turquoise"
"SERPINA13P","turquoise"
"SERPINF2","turquoise"
"SESN2","turquoise"
"SETD1A","turquoise"
"SETD3","turquoise"
"SETDB1","turquoise"
"SEZ6","turquoise"
"SF3B3","turquoise"
"SFT2D1","turquoise"
"SFTPB","turquoise"
"SGCA","turquoise"
"SH2B2","turquoise"
"SH2D4B","turquoise"
"SH2D5","turquoise"
"SH2D6","turquoise"
"SHANK1","turquoise"
"SHARPIN","turquoise"
"SHBG","turquoise"
"SHCBP1L","turquoise"
"SHD","turquoise"
"SHISA7","turquoise"
"SHLD2","turquoise"
"SHLD2P1","turquoise"
"SHOX","turquoise"
"SHROOM1","turquoise"
"SIAH2","turquoise"
"SIAH3","turquoise"
"SIGLEC12","turquoise"
"SIGLEC15","turquoise"
"SIN3A","turquoise"
"SIRT6","turquoise"
"SIX2","turquoise"
"SIX3","turquoise"
"SIX5","turquoise"
"SKIC2","turquoise"
"SKIDA1","turquoise"
"SKOR1","turquoise"
"SKOR2","turquoise"
"SLC10A3","turquoise"
"SLC10A4","turquoise"
"SLC12A5","turquoise"
"SLC15A4","turquoise"
"SLC16A11","turquoise"
"SLC16A8","turquoise"
"SLC17A5","turquoise"
"SLC17A7","turquoise"
"SLC18A1","turquoise"
"SLC18B1","turquoise"
"SLC19A1","turquoise"
"SLC1A7","turquoise"
"SLC22A11","turquoise"
"SLC22A12","turquoise"
"SLC22A13","turquoise"
"SLC22A16","turquoise"
"SLC22A20P","turquoise"
"SLC22A6","turquoise"
"SLC22A8","turquoise"
"SLC22A9","turquoise"
"SLC24A3-AS1","turquoise"
"SLC25A13","turquoise"
"SLC25A18","turquoise"
"SLC25A29","turquoise"
"SLC25A3","turquoise"
"SLC25A41","turquoise"
"SLC25A42","turquoise"
"SLC25A47","turquoise"
"SLC25A48","turquoise"
"SLC25A5-AS1","turquoise"
"SLC26A1","turquoise"
"SLC27A5","turquoise"
"SLC28A1","turquoise"
"SLC2A4RG","turquoise"
"SLC2A6","turquoise"
"SLC2A7","turquoise"
"SLC2A8","turquoise"
"SLC30A3","turquoise"
"SLC30A7","turquoise"
"SLC32A1","turquoise"
"SLC34A3","turquoise"
"SLC35A5","turquoise"
"SLC35G6","turquoise"
"SLC36A3","turquoise"
"SLC38A8","turquoise"
"SLC45A1","turquoise"
"SLC46A3","turquoise"
"SLC4A1","turquoise"
"SLC5A10","turquoise"
"SLC66A1","turquoise"
"SLC6A11","turquoise"
"SLC6A13","turquoise"
"SLC6A18","turquoise"
"SLC6A2","turquoise"
"SLC6A3","turquoise"
"SLC6A8","turquoise"
"SLC9A6","turquoise"
"SLCO4A1-AS1","turquoise"
"SLIRP-OT1","turquoise"
"SLURP1","turquoise"
"SLX9","turquoise"
"SMAD2","turquoise"
"SMC1A","turquoise"
"SMIM43","turquoise"
"SMIM45","turquoise"
"SMTNL2","turquoise"
"SMU1","turquoise"
"SMURF2","turquoise"
"SNAI3","turquoise"
"SNCB","turquoise"
"SNORA35","turquoise"
"SNORA57","turquoise"
"SNORA5A","turquoise"
"SNORA80A","turquoise"
"SNORA80B","turquoise"
"SNORC","turquoise"
"SNORD59B","turquoise"
"SNORD6","turquoise"
"SNORD81","turquoise"
"SNORD83B","turquoise"
"SNTA1","turquoise"
"SNUPN","turquoise"
"SNX21","turquoise"
"SNX24","turquoise"
"SNX30","turquoise"
"SNX32","turquoise"
"SOAT2","turquoise"
"SOCS1","turquoise"
"SOHLH1","turquoise"
"SOST","turquoise"
"SOWAHD","turquoise"
"SOX1","turquoise"
"SOX10","turquoise"
"SOX11","turquoise"
"SOX12","turquoise"
"SOX14","turquoise"
"SOX15","turquoise"
"SOX17","turquoise"
"SOX18","turquoise"
"SOX21","turquoise"
"SOX3","turquoise"
"SOX30","turquoise"
"SOX7","turquoise"
"SOX8","turquoise"
"SP1","turquoise"
"SP5","turquoise"
"SP6","turquoise"
"SP7","turquoise"
"SP8","turquoise"
"SPACA1","turquoise"
"SPACA4","turquoise"
"SPACA5B","turquoise"
"SPACA7","turquoise"
"SPACDR","turquoise"
"SPANXC","turquoise"
"SPAST","turquoise"
"SPATA2L","turquoise"
"SPATA3","turquoise"
"SPATA31E1","turquoise"
"SPATA31H1","turquoise"
"SPATA31J1","turquoise"
"SPATA46","turquoise"
"SPATC1","turquoise"
"SPATC1L","turquoise"
"SPATS2","turquoise"
"SPDYC","turquoise"
"SPDYE4","turquoise"
"SPEF1","turquoise"
"SPEG","turquoise"
"SPEM1","turquoise"
"SPEN-AS1","turquoise"
"SPG11","turquoise"
"SPG21","turquoise"
"SPHK2","turquoise"
"SPINDOC","turquoise"
"SPMAP2","turquoise"
"SPMIP6","turquoise"
"SPMIP8","turquoise"
"SPMIP9","turquoise"
"SPNS3","turquoise"
"SPPL2A","turquoise"
"SPPL2C","turquoise"
"SPPL3","turquoise"
"SPRED3","turquoise"
"SPRN","turquoise"
"SPRR4","turquoise"
"SPRTN","turquoise"
"SPSB3","turquoise"
"SPTBN4","turquoise"
"SPTBN5","turquoise"
"SRARP","turquoise"
"SRCIN1","turquoise"
"SRD5A2","turquoise"
"SRMS","turquoise"
"SRP19","turquoise"
"SRPK3","turquoise"
"SRRM3","turquoise"
"SRRM4","turquoise"
"SSBP3-AS1","turquoise"
"SSBP4","turquoise"
"SSC4D","turquoise"
"SSMEM1","turquoise"
"SSPOP","turquoise"
"SSTR3","turquoise"
"SSTR4","turquoise"
"SSTR5-AS1","turquoise"
"SSUH2","turquoise"
"SSX4B","turquoise"
"ST20-AS1","turquoise"
"ST8SIA5","turquoise"
"STAC2","turquoise"
"STAG3","turquoise"
"STAR","turquoise"
"STARD3NL","turquoise"
"STK11","turquoise"
"STK32C","turquoise"
"STKLD1","turquoise"
"STMN4","turquoise"
"STPG3","turquoise"
"STRA8","turquoise"
"STX1B","turquoise"
"STYXL2","turquoise"
"SUMO3","turquoise"
"SUN5","turquoise"
"SUPV3L1","turquoise"
"SUSD1","turquoise"
"SUSD5","turquoise"
"SWSAP1","turquoise"
"SYCE1","turquoise"
"SYN1","turquoise"
"SYN3","turquoise"
"SYNGR3","turquoise"
"SYNGR4","turquoise"
"SYNJ1","turquoise"
"SYT15","turquoise"
"SYT2","turquoise"
"SYT3","turquoise"
"TAAR5","turquoise"
"TAC4","turquoise"
"TADA2A","turquoise"
"TAF1","turquoise"
"TAF1B","turquoise"
"TAF2","turquoise"
"TAFA3","turquoise"
"TAFA4","turquoise"
"TAL1","turquoise"
"TANGO6","turquoise"
"TAS1R1","turquoise"
"TAS1R2","turquoise"
"TAS1R3","turquoise"
"TAS2R14","turquoise"
"TAS2R19","turquoise"
"TAS2R20","turquoise"
"TAS2R46","turquoise"
"TAS2R50","turquoise"
"TAT","turquoise"
"TBC1D21","turquoise"
"TBC1D22A-AS1","turquoise"
"TBC1D23","turquoise"
"TBC1D26","turquoise"
"TBC1D3P5","turquoise"
"TBCCD1","turquoise"
"TBKBP1","turquoise"
"TBPL1","turquoise"
"TBPL2","turquoise"
"TBR1","turquoise"
"TBX1","turquoise"
"TBX10","turquoise"
"TBX21","turquoise"
"TBX5","turquoise"
"TBX6","turquoise"
"TBXA2R","turquoise"
"TBXT","turquoise"
"TCAP","turquoise"
"TCERG1L","turquoise"
"TCF15","turquoise"
"TCF23","turquoise"
"TCF24","turquoise"
"TCL1B","turquoise"
"TCP10L","turquoise"
"TCP10L2","turquoise"
"TCP11","turquoise"
"TCTE1","turquoise"
"TDRG1","turquoise"
"TEDC1","turquoise"
"TEDC2","turquoise"
"TEFM","turquoise"
"TEKT4","turquoise"
"TEKTIP1","turquoise"
"TEKTL1","turquoise"
"TELO2","turquoise"
"TENT2","turquoise"
"TENT5B","turquoise"
"TERT","turquoise"
"TEX13B","turquoise"
"TEX28","turquoise"
"TEX29","turquoise"
"TEX36","turquoise"
"TEX44","turquoise"
"TEX56P","turquoise"
"TFAP2B","turquoise"
"TFAP2E","turquoise"
"TFIP11","turquoise"
"TFR2","turquoise"
"TGM1","turquoise"
"TGM6","turquoise"
"TGM7","turquoise"
"TH","turquoise"
"THADA","turquoise"
"THAP10","turquoise"
"THAP8","turquoise"
"THOC5","turquoise"
"THPO","turquoise"
"THUMPD3","turquoise"
"TIGD3","turquoise"
"TIGD5","turquoise"
"TIMM29","turquoise"
"TIPRL","turquoise"
"TKTL1","turquoise"
"TKTL2","turquoise"
"TLCD2","turquoise"
"TLCD3B","turquoise"
"TLE6","turquoise"
"TLK2","turquoise"
"TLNRD1","turquoise"
"TLR9","turquoise"
"TLX1","turquoise"
"TLX2","turquoise"
"TLX3","turquoise"
"TM2D1","turquoise"
"TMC3","turquoise"
"TMCC1","turquoise"
"TMEM105","turquoise"
"TMEM117","turquoise"
"TMEM121","turquoise"
"TMEM121B","turquoise"
"TMEM126B","turquoise"
"TMEM128","turquoise"
"TMEM132E","turquoise"
"TMEM132E-DT","turquoise"
"TMEM135","turquoise"
"TMEM143","turquoise"
"TMEM145","turquoise"
"TMEM151A","turquoise"
"TMEM151B","turquoise"
"TMEM158","turquoise"
"TMEM174","turquoise"
"TMEM19","turquoise"
"TMEM190","turquoise"
"TMEM191C","turquoise"
"TMEM198","turquoise"
"TMEM200B","turquoise"
"TMEM207","turquoise"
"TMEM210","turquoise"
"TMEM216","turquoise"
"TMEM218","turquoise"
"TMEM221","turquoise"
"TMEM239","turquoise"
"TMEM252","turquoise"
"TMEM269","turquoise"
"TMEM270","turquoise"
"TMEM277P","turquoise"
"TMEM35B","turquoise"
"TMEM50B","turquoise"
"TMEM59L","turquoise"
"TMEM60","turquoise"
"TMEM61","turquoise"
"TMEM62","turquoise"
"TMEM79","turquoise"
"TMEM82","turquoise"
"TMEM89","turquoise"
"TMIGD1","turquoise"
"TMPRSS12","turquoise"
"TMPRSS6","turquoise"
"TMPRSS9","turquoise"
"TMTC3","turquoise"
"TNFAIP8L1","turquoise"
"TNFRSF18","turquoise"
"TNFRSF4","turquoise"
"TNFRSF8","turquoise"
"TNFSF14","turquoise"
"TNK1","turquoise"
"TNKS","turquoise"
"TNNC2","turquoise"
"TNNI1","turquoise"
"TNNI3","turquoise"
"TNRC18","turquoise"
"TOMM40","turquoise"
"TONSL","turquoise"
"TOPAZ1","turquoise"
"TOR2A","turquoise"
"TOX2","turquoise"
"TP53I13","turquoise"
"TP53INP2","turquoise"
"TP53TG3D","turquoise"
"TP73","turquoise"
"TPGS1","turquoise"
"TPM1-AS","turquoise"
"TPPP","turquoise"
"TPSD1","turquoise"
"TPSG1","turquoise"
"TRA2B","turquoise"
"TRABD","turquoise"
"TRABD2B","turquoise"
"TRAPPC2","turquoise"
"TRAPPC3","turquoise"
"TRAPPC5","turquoise"
"TREX2","turquoise"
"TRH","turquoise"
"TRHDE-AS1","turquoise"
"TRIB3","turquoise"
"TRIM10","turquoise"
"TRIM13","turquoise"
"TRIM35","turquoise"
"TRIM46","turquoise"
"TRIM54","turquoise"
"TRIM6","turquoise"
"TRIM60","turquoise"
"TRIM67","turquoise"
"TRIM71","turquoise"
"TRIM72","turquoise"
"TRMT1L","turquoise"
"TRMT61A","turquoise"
"TRMT61B","turquoise"
"TRNP1","turquoise"
"TRPC5","turquoise"
"TRPM1","turquoise"
"TRPM5","turquoise"
"TRRAP","turquoise"
"TSEN34","turquoise"
"TSG101","turquoise"
"TSGA10IP","turquoise"
"TSKS","turquoise"
"TSPAN10","turquoise"
"TSPAN31","turquoise"
"TSPEAR","turquoise"
"TSPEAR-AS2","turquoise"
"TSPO2","turquoise"
"TSPOAP1","turquoise"
"TSPY26P","turquoise"
"TSPYL6","turquoise"
"TSR3","turquoise"
"TSSK2","turquoise"
"TSSK6","turquoise"
"TTBK1","turquoise"
"TTC13","turquoise"
"TTC16","turquoise"
"TTC24","turquoise"
"TTC27","turquoise"
"TTC36","turquoise"
"TTC9B","turquoise"
"TTLL10","turquoise"
"TUBA3E","turquoise"
"TUBB4A","turquoise"
"TUBB8","turquoise"
"TUBBP5","turquoise"
"TUBGCP3","turquoise"
"TULP1","turquoise"
"TWIST2","turquoise"
"TXNDC2","turquoise"
"TXNRD2","turquoise"
"TYMSOS","turquoise"
"TYSND1","turquoise"
"UAP1L1","turquoise"
"UBE2DNL","turquoise"
"UBE2E3","turquoise"
"UBE2K","turquoise"
"UBE2M","turquoise"
"UBL4B","turquoise"
"UBLCP1","turquoise"
"UBR1","turquoise"
"UBTD1","turquoise"
"UBXN7-AS1","turquoise"
"UCMA","turquoise"
"UCN","turquoise"
"UCN2","turquoise"
"UCP3","turquoise"
"UFSP1","turquoise"
"UFSP2","turquoise"
"UMODL1","turquoise"
"UNC45B","turquoise"
"UNC5A","turquoise"
"UNC5D","turquoise"
"UNC93A","turquoise"
"UNCX","turquoise"
"UNKL","turquoise"
"UPK1A","turquoise"
"UPK1A-AS1","turquoise"
"UPK3A","turquoise"
"UQCRC2","turquoise"
"URAD","turquoise"
"UROC1","turquoise"
"UROS","turquoise"
"USH1G","turquoise"
"USHBP1","turquoise"
"USP28","turquoise"
"USP6NL-AS1","turquoise"
"UTF1","turquoise"
"UTS2R","turquoise"
"VAX1","turquoise"
"VAX2","turquoise"
"VCPIP1","turquoise"
"VCX3B","turquoise"
"VDAC3","turquoise"
"VENTX","turquoise"
"VESTAR","turquoise"
"VGF","turquoise"
"VGLL2","turquoise"
"VHL","turquoise"
"VHRT","turquoise"
"VMO1","turquoise"
"VPS29","turquoise"
"VPS37D","turquoise"
"VPS45","turquoise"
"VRTN","turquoise"
"VSIG8","turquoise"
"VSTM2B","turquoise"
"VSX1","turquoise"
"VSX2","turquoise"
"VTA1","turquoise"
"VWA1","turquoise"
"VWA5B2","turquoise"
"VWA7","turquoise"
"VWC2","turquoise"
"VWCE","turquoise"
"WASHC5","turquoise"
"WDPCP","turquoise"
"WDR24","turquoise"
"WDR38","turquoise"
"WDR41","turquoise"
"WDR47","turquoise"
"WDR5CP","turquoise"
"WDR86","turquoise"
"WDR87","turquoise"
"WDR88","turquoise"
"WDR90","turquoise"
"WDR97","turquoise"
"WFDC10A","turquoise"
"WFDC12","turquoise"
"WFIKKN1","turquoise"
"WFIKKN2","turquoise"
"WHRN","turquoise"
"WIPF3","turquoise"
"WNK4","turquoise"
"WNT1","turquoise"
"WNT10B","turquoise"
"WNT16","turquoise"
"WNT3A","turquoise"
"WNT6","turquoise"
"WNT9A","turquoise"
"WNT9B","turquoise"
"WSCD1","turquoise"
"XAGE2","turquoise"
"XKR4","turquoise"
"XKR5","turquoise"
"XKR6","turquoise"
"XKR7","turquoise"
"XPO4","turquoise"
"XPO7","turquoise"
"XRCC3","turquoise"
"XRN1","turquoise"
"YBX1","turquoise"
"YBX2","turquoise"
"YIPF1","turquoise"
"YJEFN3","turquoise"
"YTHDC2","turquoise"
"ZACN","turquoise"
"ZAN","turquoise"
"ZAR1","turquoise"
"ZBED10P","turquoise"
"ZBED3","turquoise"
"ZBED5","turquoise"
"ZBTB12","turquoise"
"ZBTB24","turquoise"
"ZBTB32","turquoise"
"ZBTB45","turquoise"
"ZBTB46","turquoise"
"ZBTB47","turquoise"
"ZBTB48","turquoise"
"ZC3H12D","turquoise"
"ZCCHC2","turquoise"
"ZCCHC3","turquoise"
"ZCCHC4","turquoise"
"ZCCHC9","turquoise"
"ZDHHC19","turquoise"
"ZDHHC22","turquoise"
"ZDHHC8BP","turquoise"
"ZFHX2","turquoise"
"ZFP41","turquoise"
"ZFP92","turquoise"
"ZFPM1","turquoise"
"ZFR","turquoise"
"ZFR2","turquoise"
"ZFTA","turquoise"
"ZFYVE28","turquoise"
"ZHX1-C8orf76","turquoise"
"ZIC1","turquoise"
"ZIC2","turquoise"
"ZIC4","turquoise"
"ZIC5","turquoise"
"ZMAT4","turquoise"
"ZMPSTE24","turquoise"
"ZMYM2","turquoise"
"ZMYM4","turquoise"
"ZMYND10","turquoise"
"ZNF136","turquoise"
"ZNF175","turquoise"
"ZNF205","turquoise"
"ZNF226","turquoise"
"ZNF234","turquoise"
"ZNF252P-AS1","turquoise"
"ZNF296","turquoise"
"ZNF316","turquoise"
"ZNF320","turquoise"
"ZNF341","turquoise"
"ZNF383","turquoise"
"ZNF385C","turquoise"
"ZNF436-AS1","turquoise"
"ZNF438","turquoise"
"ZNF444","turquoise"
"ZNF446","turquoise"
"ZNF461","turquoise"
"ZNF473CR","turquoise"
"ZNF484","turquoise"
"ZNF497","turquoise"
"ZNF500","turquoise"
"ZNF503-AS2","turquoise"
"ZNF512B","turquoise"
"ZNF517","turquoise"
"ZNF524","turquoise"
"ZNF534","turquoise"
"ZNF541","turquoise"
"ZNF559-ZNF177","turquoise"
"ZNF575","turquoise"
"ZNF576","turquoise"
"ZNF577","turquoise"
"ZNF579","turquoise"
"ZNF580","turquoise"
"ZNF585B","turquoise"
"ZNF586","turquoise"
"ZNF587","turquoise"
"ZNF593","turquoise"
"ZNF598","turquoise"
"ZNF611","turquoise"
"ZNF628","turquoise"
"ZNF629","turquoise"
"ZNF648","turquoise"
"ZNF653","turquoise"
"ZNF654","turquoise"
"ZNF668","turquoise"
"ZNF679","turquoise"
"ZNF680","turquoise"
"ZNF689","turquoise"
"ZNF696","turquoise"
"ZNF697","turquoise"
"ZNF746","turquoise"
"ZNF747","turquoise"
"ZNF764","turquoise"
"ZNF771","turquoise"
"ZNF775","turquoise"
"ZNF787","turquoise"
"ZNF805","turquoise"
"ZNF835","turquoise"
"ZNF837","turquoise"
"ZNF843","turquoise"
"ZNF865","turquoise"
"ZNF875","turquoise"
"ZNHIT2","turquoise"
"ZNRF2P1","turquoise"
"ZNRF4","turquoise"
"ZP1","turquoise"
"ZP2","turquoise"
"ZPBP2","turquoise"
"ZSCAN1","turquoise"
"ZSCAN10","turquoise"
"ZSCAN18","turquoise"
"ZXDA","turquoise"
"ZYG11B","turquoise"
"ANXA4","lightcyan"
"AP1M2","lightcyan"
"ARHGEF28","lightcyan"
"ARHGEF38","lightcyan"
"ATP1A1","lightcyan"
"ATP8B1","lightcyan"
"C3orf52","lightcyan"
"CATSPERB","lightcyan"
"CD24","lightcyan"
"COBL","lightcyan"
"CRYZ","lightcyan"
"CXADR","lightcyan"
"DSP","lightcyan"
"ERBB3","lightcyan"
"ESRP1","lightcyan"
"FGFR2","lightcyan"
"FHIP1A","lightcyan"
"FZD5","lightcyan"
"GRHL2","lightcyan"
"HGD","lightcyan"
"ICA1","lightcyan"
"INSR","lightcyan"
"ITPRID2","lightcyan"
"KCNK5","lightcyan"
"LGR4","lightcyan"
"LNX2","lightcyan"
"MAP3K13","lightcyan"
"MAP7","lightcyan"
"MAPK13","lightcyan"
"MARVELD2","lightcyan"
"MECOM","lightcyan"
"MGAM2","lightcyan"
"MTUS1","lightcyan"
"MYO5B","lightcyan"
"MYO5C","lightcyan"
"NEDD4L","lightcyan"
"NTN4","lightcyan"
"OCLN","lightcyan"
"PALM2AKAP2","lightcyan"
"PATJ","lightcyan"
"PGCKA1","lightcyan"
"PLEKHH1","lightcyan"
"PLEKHS1","lightcyan"
"PROM1","lightcyan"
"PRR15L","lightcyan"
"PTPN3","lightcyan"
"RAB17","lightcyan"
"RASEF","lightcyan"
"RASSF6","lightcyan"
"SDR42E1","lightcyan"
"SH3BP5","lightcyan"
"SHANK2","lightcyan"
"SLC28A3","lightcyan"
"SLC44A3","lightcyan"
"STAP2","lightcyan"
"TMC4","lightcyan"
"TMEM51","lightcyan"
"TMPRSS2","lightcyan"
"TOM1L1","lightcyan"
"WWC1","lightcyan"
"A1CF","yellow"
"AATK","yellow"
"ABAT","yellow"
"ABCC6","yellow"
"ABCC6P2","yellow"
"ABCG1","yellow"
"ABHD12","yellow"
"ABLIM3","yellow"
"ACADL","yellow"
"ACADVL","yellow"
"ACSL5","yellow"
"ACSM3","yellow"
"ACSM6","yellow"
"ACSS1","yellow"
"ACTR3C","yellow"
"ACY3","yellow"
"ADAM19","yellow"
"ADAMTS17","yellow"
"ADCY9","yellow"
"ADHFE1","yellow"
"ADM2","yellow"
"AFMID","yellow"
"AGBL3","yellow"
"AGBL5","yellow"
"AHCY","yellow"
"AHR","yellow"
"AKAP7","yellow"
"AKR7A2P1","yellow"
"AKR7A3","yellow"
"ALAD","yellow"
"ALB","yellow"
"ALDH1L2","yellow"
"ALDH3A2","yellow"
"ALG2","yellow"
"ALKAL2","yellow"
"AMBP","yellow"
"AMHR2","yellow"
"AMY2A","yellow"
"ANGPT2","yellow"
"ANKEF1","yellow"
"ANKRD18A","yellow"
"ANKRD62","yellow"
"ANKRD62P1-PARP4P3","yellow"
"ANO5","yellow"
"ANPEP","yellow"
"ANTXR2","yellow"
"ANXA9","yellow"
"APLP1","yellow"
"AQP12A","yellow"
"AQP8","yellow"
"ARHGAP26","yellow"
"ARHGAP42","yellow"
"ARHGDIG","yellow"
"ARHGEF2","yellow"
"ARL5C","yellow"
"ARSL","yellow"
"ASTN2","yellow"
"ATG2B","yellow"
"ATP13A4","yellow"
"ATP4A","yellow"
"ATP5F1D","yellow"
"AZGP1","yellow"
"B2M","yellow"
"BACE1","yellow"
"BANF2","yellow"
"BCAT1","yellow"
"BCAT2","yellow"
"BEX1","yellow"
"BHLHA15","yellow"
"BICDL2","yellow"
"BNIP3","yellow"
"BRSK2","yellow"
"BSPRY","yellow"
"C10orf62","yellow"
"C10orf71","yellow"
"C11orf52","yellow"
"C19orf73","yellow"
"C2CD4B","yellow"
"C3orf33","yellow"
"C5","yellow"
"C6","yellow"
"CA4","yellow"
"CAMK1D","yellow"
"CAMKMT","yellow"
"CASTOR3P","yellow"
"CBFA2T3","yellow"
"CBS","yellow"
"CCDC110","yellow"
"CCDC198","yellow"
"CDC25B","yellow"
"CDIP1","yellow"
"CEL","yellow"
"CELA2A","yellow"
"CELA2B","yellow"
"CELA3A","yellow"
"CELA3B","yellow"
"CELP","yellow"
"CEP164","yellow"
"CEP70","yellow"
"CERS4","yellow"
"CES3","yellow"
"CFAP221","yellow"
"CFAP91","yellow"
"CFTR","yellow"
"CHAD","yellow"
"CHDH","yellow"
"CHKA","yellow"
"CHLSN","yellow"
"CHN2","yellow"
"CHRM3","yellow"
"CHRNA7","yellow"
"CHRNB1","yellow"
"CHRNB3","yellow"
"CHST9","yellow"
"CIMAP3","yellow"
"CLDN10","yellow"
"CLDN3","yellow"
"CLPS","yellow"
"CMTM8","yellow"
"CNKSR3","yellow"
"CNNM3","yellow"
"CNTD1","yellow"
"COA3","yellow"
"COBLL1","yellow"
"COMTD1","yellow"
"COQ10A","yellow"
"COQ8A","yellow"
"CPA1","yellow"
"CPA2","yellow"
"CPB1","yellow"
"CRACR2B","yellow"
"CRAT","yellow"
"CTH","yellow"
"CTNND2","yellow"
"CTRB1","yellow"
"CTRB2","yellow"
"CTRC","yellow"
"CTRL","yellow"
"CTTNBP2","yellow"
"CUZD1","yellow"
"CXXC4","yellow"
"CYB5A","yellow"
"CYP2E1","yellow"
"CYP4V2","yellow"
"DCDC2","yellow"
"DDC","yellow"
"DEFB1","yellow"
"DENND3","yellow"
"DEPDC4","yellow"
"DGCR5","yellow"
"DHRS12","yellow"
"DHTKD1","yellow"
"DIP2C-AS1","yellow"
"DIRAS3","yellow"
"DNAH14","yellow"
"DNAJB9","yellow"
"DNAJC12","yellow"
"DNASE1","yellow"
"DNMT3B","yellow"
"DOCK9","yellow"
"DPEP1","yellow"
"DPP10","yellow"
"DTNA","yellow"
"DYNLT1","yellow"
"DYSF","yellow"
"ECE2","yellow"
"ECHDC2","yellow"
"ECI2","yellow"
"ECSIT","yellow"
"EDRF1-DT","yellow"
"EEF1AKMT3","yellow"
"EEF1B2","yellow"
"EFCAB6","yellow"
"EGF","yellow"
"EIF2AK3","yellow"
"EIF4EBP1","yellow"
"ELAPOR1","yellow"
"ELF4","yellow"
"ELK3","yellow"
"ELOVL2","yellow"
"EMB","yellow"
"EMID1","yellow"
"ENAM","yellow"
"ENKD1","yellow"
"ENPP1","yellow"
"ENTPD3","yellow"
"EPB41L4B","yellow"
"EPB41L5","yellow"
"EPCIP","yellow"
"EPHA4","yellow"
"EPHX2","yellow"
"EPO","yellow"
"EPS8","yellow"
"ERBB4","yellow"
"ERC2","yellow"
"ERICH5","yellow"
"ERN1","yellow"
"ERO1B","yellow"
"ERP27","yellow"
"ESRRG","yellow"
"EXD2","yellow"
"F11","yellow"
"FAAH","yellow"
"FAAH2","yellow"
"FAHD2A","yellow"
"FAHD2B","yellow"
"FAIM","yellow"
"FAM149A","yellow"
"FAM162A","yellow"
"FAM171A1","yellow"
"FAM174B","yellow"
"FAM221A","yellow"
"FAM3B","yellow"
