"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0097205","GO:0097205","renal filtration","4/77","34/18860",0.117647058823529,28.8158899923606,10.3938298984798,1.08516982242621e-05,0.00106828940296624,0.000808483247819291,"EDNRA/SULF1/SULF2/ITGA3",4
"GO:0048333","GO:0048333","mesodermal cell differentiation","4/77","35/18860",0.114285714285714,27.9925788497217,10.2337103799585,1.22140701748149e-05,0.00112901495471017,0.000854440449269783,"INHBA/ITGA2/ITGA3/ITGB4",4
"GO:0043589","GO:0043589","skin morphogenesis","3/77","12/18860",0.25,61.2337662337662,13.3635000368803,1.40190474989008e-05,0.00112901495471017,0.000854440449269783,"COL1A1/ITGA2/ITGB4",3
"GO:0071372","GO:0071372","cellular response to follicle-stimulating hormone stimulus","3/77","12/18860",0.25,61.2337662337662,13.3635000368803,1.40190474989008e-05,0.00112901495471017,0.000854440449269783,"EDNRA/INHBA/EFNA5",3
"GO:0033627","GO:0033627","cell adhesion mediated by integrin","5/77","76/18860",0.0657894736842105,16.1141490088858,8.45315182912887,1.46523679989979e-05,0.00112901495471017,0.000854440449269783,"PLAU/FERMT1/ITGA2/ITGB4/ITGB6",5
"GO:0070482","GO:0070482","response to oxygen levels","9/77","357/18860",0.0252100840336134,6.17483356979155,6.32021182387359,1.46542573128295e-05,0.00112901495471017,0.000854440449269783,"COL1A1/EDNRA/INHBA/MMP14/PLAU/POSTN/EGLN3/ITGA2/SLC2A1",9
"GO:0001707","GO:0001707","mesoderm formation","5/77","77/18860",0.0649350649350649,15.9048743464328,8.39099410621952,1.56202007646042e-05,0.00115329148978661,0.000872812972548498,"INHBA/LEF1/ITGA2/ITGA3/ITGB4",5
"GO:0010811","GO:0010811","positive regulation of cell-substrate adhesion","6/77","133/18860",0.0451127819548872,11.0497021775217,7.44675593949895,1.72742348124237e-05,0.00120666145237962,0.000913203451545465,"EDIL3/FN1/LEF1/CEACAM6/FERMT1/ITGA3",6
"GO:0048332","GO:0048332","mesoderm morphogenesis","5/77","79/18860",0.0632911392405063,15.5022192996877,8.27010209625635,1.77049648769019e-05,0.00120666145237962,0.000913203451545465,"INHBA/LEF1/ITGA2/ITGA3/ITGB4",5
"GO:0098773","GO:0098773","skin epidermis development","6/77","137/18860",0.0437956204379562,10.7270831358423,7.31606248861129,2.04401434983434e-05,0.00134147904737276,0.00101523363808536,"IGFBP5/INHBA/CDH3/FERMT1/MET/SFN",6
"GO:0051216","GO:0051216","cartilage development","7/77","216/18860",0.0324074074074074,7.93771043771044,6.56592188455816,2.85859957966577e-05,0.00179028833404918,0.00135489327407547,"ADAMTS12/COL1A1/CTSK/GREM1/SULF1/SULF2/MBOAT2",7
"GO:0048041","GO:0048041","focal adhesion assembly","5/77","88/18860",0.0568181818181818,13.9167650531287,7.77610358259911,2.99085924582743e-05,0.00179028833404918,0.00135489327407547,"CDH11/GREM1/MMP14/EFNA5/ITGA2",5
"GO:0014910","GO:0014910","regulation of smooth muscle cell migration","5/77","89/18860",0.0561797752808989,13.7603969064643,7.7256974265624,3.15884358517966e-05,0.00179028833404918,0.00135489327407547,"IGFBP5/PLAU/POSTN/ITGA2/S100A11",5
"GO:0060348","GO:0060348","bone development","7/77","220/18860",0.0318181818181818,7.79338842975207,6.48928797427863,3.21422779296197e-05,0.00179028833404918,0.00135489327407547,"ADAMTS12/COL1A1/GREM1/MMP14/SULF1/SULF2/ITGB6",7
"GO:0050673","GO:0050673","epithelial cell proliferation","10/77","496/18860",0.0201612903225806,4.93820695433599,5.69086056098132,3.27134122088667e-05,0.00179028833404918,0.00135489327407547,"IGFBP5/MMP14/SULF1/SULF2/CDH3/CEACAM1/FERMT1/MIR492/SERPINB5/SFN",10
"GO:0007492","GO:0007492","endoderm development","5/77","90/18860",0.0555555555555556,13.6075036075036,7.67609662850575,3.334058409911e-05,0.00179028833404918,0.00135489327407547,"COL12A1/FN1/INHBA/MMP14/LAMB3",5
"GO:0032354","GO:0032354","response to follicle-stimulating hormone","3/77","16/18860",0.1875,45.9253246753247,11.5103063214125,3.52672667247936e-05,0.0018094784748867,0.00136941640549225,"EDNRA/INHBA/EFNA5",3
"GO:0061448","GO:0061448","connective tissue development","8/77","307/18860",0.0260586319218241,6.38267270189094,6.08810735522987,3.5740263330155e-05,0.0018094784748867,0.00136941640549225,"ACTA2/ADAMTS12/COL1A1/CTSK/GREM1/SULF1/SULF2/MBOAT2",8
"GO:0008544","GO:0008544","epidermis development","9/77","402/18860",0.0223880597014925,5.48362085675518,5.81797432081091,3.72518173789061e-05,0.00183361723320616,0.00138768465908557,"IGFBP5/INHBA/CDH3/FERMT1/KRT7/LAMB3/LAMC2/MET/SFN",9
"GO:0014911","GO:0014911","positive regulation of smooth muscle cell migration","4/77","47/18860",0.0851063829787234,20.8455374412821,8.72177702162977,4.00918424838e-05,0.00192007418598091,0.00145311542885807,"IGFBP5/POSTN/ITGA2/S100A11",4
"GO:0035860","GO:0035860","glial cell-derived neurotrophic factor receptor signaling pathway","3/77","17/18860",0.176470588235294,43.2238349885409,11.1513982451349,4.26987514550485e-05,0.00193417408743211,0.00146378625839878,"MMP14/SULF1/SULF2",3
"GO:0141091","GO:0141091","transforming growth factor beta receptor superfamily signaling pathway","9/77","411/18860",0.0218978102189781,5.36354156792113,5.72658651945245,4.42372527456027e-05,0.00193417408743211,0.00146378625839878,"GREM1/INHBA/LEF1/SULF1/TNFAIP6/CDH3/FERMT1/ITGA3/ITGB6",9
"GO:0001666","GO:0001666","response to hypoxia","8/77","317/18860",0.0252365930599369,6.18132655987546,5.95665998551436,4.48365271517461e-05,0.00193417408743211,0.00146378625839878,"EDNRA/INHBA/MMP14/PLAU/POSTN/EGLN3/ITGA2/SLC2A1",8
"GO:0014909","GO:0014909","smooth muscle cell migration","5/77","96/18860",0.0520833333333333,12.7570346320346,7.39422932111073,4.54950660179072e-05,0.00193417408743211,0.00146378625839878,"IGFBP5/PLAU/POSTN/ITGA2/S100A11",5
"GO:0071559","GO:0071559","response to transforming growth factor beta","8/77","318/18860",0.0251572327044025,6.16188842603937,5.94382614914596,4.58438553454563e-05,0.00193417408743211,0.00146378625839878,"ACTA2/COL1A1/MXRA5/POSTN/CDH3/FERMT1/ITGA3/ITGB6",8
"GO:0072006","GO:0072006","nephron development","6/77","160/18860",0.0375,9.18506493506493,6.65707624151095,4.89453110151047e-05,0.00201700211904106,0.00152647065442456,"ACTA2/EDNRA/GREM1/SULF1/SULF2/ITGA3",6
"GO:0036293","GO:0036293","response to decreased oxygen levels","8/77","330/18860",0.0242424242424242,5.93781975600157,5.79397619864019,5.9483057189619e-05,0.00239554493954557,0.00181295250860226,"EDNRA/INHBA/MMP14/PLAU/POSTN/EGLN3/ITGA2/SLC2A1",8
"GO:0071371","GO:0071371","cellular response to gonadotropin stimulus","3/77","20/18860",0.15,36.7402597402597,10.2389274702014,7.09544738633318e-05,0.00279402950412942,0.00211452630881602,"EDNRA/INHBA/EFNA5",3
"GO:0007178","GO:0007178","cell surface receptor protein serine/threonine kinase signaling pathway","9/77","446/18860",0.0201793721973094,4.94263583949683,5.395134039259,8.29093412039407e-05,0.00315127203295311,0.00238488806580864,"GREM1/INHBA/LEF1/SULF1/TNFAIP6/CDH3/FERMT1/ITGA3/ITGB6",9
"GO:0001667","GO:0001667","ameboidal-type cell migration","7/77","256/18860",0.02734375,6.69744318181818,5.87650396702281,8.37467698319784e-05,0.00315127203295311,0.00238488806580864,"ACTA2/EDNRA/FN1/FERMT1/ITGA2/ITGA3/ITGB4",7
"GO:0006939","GO:0006939","smooth muscle contraction","5/77","110/18860",0.0454545454545455,11.133412042503,6.82454375149993,8.71401408660849e-05,0.00315127203295311,0.00238488806580864,"ACTA2/EDNRA/SULF1/SULF2/ITGA2",5
"GO:0014812","GO:0014812","muscle cell migration","5/77","110/18860",0.0454545454545455,11.133412042503,6.82454375149993,8.71401408660849e-05,0.00315127203295311,0.00238488806580864,"IGFBP5/PLAU/POSTN/ITGA2/S100A11",5
"GO:0048732","GO:0048732","gland development","9/77","454/18860",0.0198237885462555,4.85554093483609,5.32421702267773,9.49224281825907e-05,0.00335366936014604,0.00253806270929432,"EDNRA/IGFBP5/LEF1/SULF1/SULF2/CEACAM1/ITGA2/MET/SERPINB5",9
"GO:0001503","GO:0001503","ossification","9/77","455/18860",0.0197802197802198,4.84486941629799,5.31546907041,9.65220865504786e-05,0.00335366936014604,0.00253806270929432,"ADAMTS12/CDH11/COL1A1/GREM1/IGFBP5/LEF1/MMP14/TNFAIP6/VCAN",9
"GO:0030111","GO:0030111","regulation of Wnt signaling pathway","8/77","356/18860",0.0224719101123595,5.50415876258573,5.49323391638933,0.0001008772462724,0.00343758616143639,0.00260157108807768,"COL1A1/GREM1/LEF1/SULF1/SULF2/CDH3/FERMT1/ITGA3",8
"GO:0032963","GO:0032963","collagen metabolic process","5/77","116/18860",0.0431034482758621,10.5575459023735,6.61098943179998,0.000112042355063914,0.00374601987119349,0.00283499424729744,"COL1A1/CTSK/INHBA/MMP14/ITGA2",5
"GO:0002062","GO:0002062","chondrocyte differentiation","5/77","119/18860",0.0420168067226891,10.2913892829859,6.50998473371075,0.000126376540538671,0.00414702277471342,0.00313847393072644,"ADAMTS12/GREM1/SULF1/SULF2/MBOAT2",5
"GO:0071772","GO:0071772","response to BMP","6/77","192/18860",0.03125,7.65422077922078,5.93363923894323,0.00013396645737912,0.00423908147278216,0.00320814411092103,"ADAMTS12/GREM1/LEF1/SULF1/TNFAIP6/ITGA3",6
"GO:0071773","GO:0071773","cellular response to BMP stimulus","6/77","192/18860",0.03125,7.65422077922078,5.93363923894323,0.00013396645737912,0.00423908147278216,0.00320814411092103,"ADAMTS12/GREM1/LEF1/SULF1/TNFAIP6/ITGA3",6
"GO:0048771","GO:0048771","tissue remodeling","6/77","197/18860",0.0304568527918782,7.45995121629639,5.83571181494421,0.000154126776968352,0.00479144997873543,0.0036261775412314,"CTSK/EDNRA/GREM1/IGFBP5/MMP14/CEACAM1",6
"GO:0016055","GO:0016055","Wnt signaling pathway","9/77","487/18860",0.0184804928131417,4.52652070721886,5.04827604989267,0.000161127448489342,0.00489052594308544,0.00370115840055296,"COL1A1/EDNRA/GREM1/LEF1/SULF1/SULF2/CDH3/FERMT1/ITGA3",9
"GO:0061138","GO:0061138","morphogenesis of a branching epithelium","6/77","199/18860",0.0301507537688442,7.38497683221301,5.79749818208545,0.000162833538737043,0.00489052594308544,0.00370115840055296,"EDNRA/GREM1/LEF1/MMP14/SULF1/MET",6
"GO:0090287","GO:0090287","regulation of cellular response to growth factor stimulus","8/77","385/18860",0.0207792207792208,5.08955979085849,5.19083132655303,0.000172752324754646,0.00510195199108721,0.00386116599539332,"ADAMTS12/GREM1/SULF1/SULF2/TNFAIP6/CDH3/FERMT1/ITGA3",8
"GO:0010812","GO:0010812","negative regulation of cell-substrate adhesion","4/77","69/18860",0.0579710144927536,14.1991341991342,7.03262171228427,0.000181557605068991,0.00527342137264469,0.00399093431670984,"COL1A1/MMP14/POSTN/EFNA5",4
"GO:0022612","GO:0022612","gland morphogenesis","5/77","129/18860",0.0387596899224806,9.49360716802577,6.19767441703242,0.000184510228613979,0.00527342137264469,0.00399093431670984,"IGFBP5/SULF1/SULF2/CEACAM1/SERPINB5",5
"GO:0016049","GO:0016049","cell growth","9/77","499/18860",0.0180360721442886,4.41766650183484,4.95397719240279,0.00019322717422258,0.0054348976622605,0.00411313984894848,"EDNRA/FN1/IGFBP5/INHBA/MMP14/POSTN/CEACAM1/EFNA5/SFN",9
"GO:0042058","GO:0042058","regulation of epidermal growth factor receptor signaling pathway","4/77","72/18860",0.0555555555555556,13.6075036075036,6.86241988203905,0.000214071054935836,0.00592709233353597,0.00448563361822789,"ANTXR1/PLAU/CEACAM1/GPRC5A",4
"GO:0043542","GO:0043542","endothelial cell migration","7/77","302/18860",0.0231788079470199,5.67730282962071,5.24632980854853,0.000232284205719007,0.00628709609574415,0.00475808508136988,"FN1/GREM1/SRPX2/CEACAM1/MET/MIR492/S100P",7
"GO:0048706","GO:0048706","embryonic skeletal system development","5/77","136/18860",0.0367647058823529,9.00496562261268,5.99862651336787,0.000236000319443778,0.00628709609574415,0.00475808508136988,"COL1A1/EDNRA/MMP14/SULF1/SULF2",5
"GO:0032835","GO:0032835","glomerulus development","4/77","74/18860",0.0540540540540541,13.2397332397332,6.75449472866066,0.000237951002103105,0.00628709609574415,0.00475808508136988,"ACTA2/EDNRA/SULF1/SULF2",4
"GO:0001763","GO:0001763","morphogenesis of a branching structure","6/77","214/18860",0.0280373831775701,6.86733826920743,5.52684630587032,0.000241265538662868,0.00628709609574415,0.00475808508136988,"EDNRA/GREM1/LEF1/MMP14/SULF1/MET",6
"GO:0060384","GO:0060384","innervation","3/77","30/18860",0.1,24.4935064935065,8.24528216943838,0.000245382160776116,0.00630169838978662,0.00476913612248316,"EDNRA/SULF1/SULF2",3
"GO:0061035","GO:0061035","regulation of cartilage development","4/77","76/18860",0.0526315789473684,12.8913192071087,6.65066400015172,0.000263690322370899,0.00667513216058904,0.00505175143910564,"ADAMTS12/CTSK/GREM1/MBOAT2",4
"GO:0003094","GO:0003094","glomerular filtration","3/77","31/18860",0.0967741935483871,23.7033933808127,8.0999102545135,0.000270876897653013,0.0067604769386076,0.00511634051311992,"EDNRA/SULF1/SULF2",3
"GO:0071560","GO:0071560","cellular response to transforming growth factor beta stimulus","7/77","311/18860",0.022508038585209,5.51300789242911,5.13816741381775,0.000277652744778282,0.00683334255204327,0.00517148533402824,"ACTA2/COL1A1/POSTN/CDH3/FERMT1/ITGA3/ITGB6",7
"GO:0007498","GO:0007498","mesoderm development","5/77","142/18860",0.0352112676056338,8.62447411743186,5.83910868247228,0.000288263921166361,0.00697718251104237,0.00528034366108351,"INHBA/LEF1/ITGA2/ITGA3/ITGB4",5
"GO:1901184","GO:1901184","regulation of ERBB signaling pathway","4/77","78/18860",0.0512820512820513,12.5607725607726,6.55066596265587,0.000291372181612379,0.00697718251104237,0.00528034366108351,"ANTXR1/PLAU/CEACAM1/GPRC5A",4
"GO:0090288","GO:0090288","negative regulation of cellular response to growth factor stimulus","5/77","144/18860",0.0347222222222222,8.50468975468976,5.78801548726527,0.000307500633975336,0.00726521497872394,0.00549832712539759,"ADAMTS12/GREM1/SULF1/SULF2/TNFAIP6",5
"GO:0014850","GO:0014850","response to muscle activity","3/77","33/18860",0.0909090909090909,22.2668240850059,7.82872902102311,0.000326864593524075,0.0076211060490087,0.00576766609625584,"FN1/POSTN/ITGA2",3
"GO:0009612","GO:0009612","response to mechanical stimulus","6/77","228/18860",0.0263157894736842,6.44565960355434,5.29676116084361,0.000338828269302579,0.0077974505610931,0.00590112392469563,"COL1A1/MMP14/POSTN/ITGA2/SLC2A1/TMC7",6
"GO:0061037","GO:0061037","negative regulation of cartilage development","3/77","34/18860",0.0882352941176471,21.6119174942704,7.70195612564567,0.000357446486617606,0.00812045095238972,0.0061455711734255,"ADAMTS12/CTSK/GREM1",3
"GO:0042325","GO:0042325","regulation of phosphorylation","8/77","431/18860",0.0185614849187935,4.54635851387591,4.76861874361659,0.000369698314847008,0.00829247359378352,0.00627575820273269,"FN1/INHBA/SRPX2/CEACAM1/EFNA5/GPRC5A/MST1R/SFN",8
"GO:0090092","GO:0090092","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","7/77","331/18860",0.0211480362537764,5.17989563306784,4.91219566967501,0.000404207804312036,0.00895320286551159,0.00677579924596754,"GREM1/INHBA/SULF1/TNFAIP6/CDH3/FERMT1/ITGA3",7
"GO:0060070","GO:0060070","canonical Wnt signaling pathway","7/77","333/18860",0.021021021021021,5.14878514878515,4.89060654118183,0.000419053957241955,0.0091674520028734,0.00693794335966538,"COL1A1/EDNRA/GREM1/LEF1/SULF2/CDH3/FERMT1",7
"GO:0030177","GO:0030177","positive regulation of Wnt signaling pathway","5/77","156/18860",0.032051282051282,7.85048285048285,5.50095952248891,0.000444157678035691,0.00959813909121029,0.00726388808494827,"COL1A1/LEF1/SULF1/SULF2/CDH3",5
"GO:0071604","GO:0071604","transforming growth factor beta production","3/77","39/18860",0.0769230769230769,18.8411588411588,7.14095390238848,0.000537961064763669,0.0114851446597738,0.00869197712757025,"FN1/FERMT1/ITGB6",3
"GO:0043434","GO:0043434","response to peptide hormone","8/77","461/18860",0.017353579175705,4.25050004225709,4.52403277530568,0.000576811418656778,0.0121679742126168,0.00920874370136259,"COL1A1/EDNRA/IGFBP5/INHBA/RAB31/CEACAM1/PKM/SLC2A1",8
"GO:0048754","GO:0048754","branching morphogenesis of an epithelial tube","5/77","166/18860",0.0301204819277108,7.37756219683931,5.28420723277847,0.000589431580722907,0.0122879148357764,0.00929951497016698,"EDNRA/GREM1/LEF1/MMP14/MET",5
"GO:0001942","GO:0001942","hair follicle development","4/77","99/18860",0.0404040404040404,9.89636626000262,5.68230411766366,0.000720801905632752,0.0147633970090298,0.0111729641139979,"IGFBP5/INHBA/CDH3/FERMT1",4
"GO:0060346","GO:0060346","bone trabecula formation","2/77","10/18860",0.2,48.987012987013,9.71829893591575,0.000724839469404963,0.0147633970090298,0.0111729641139979,"COL1A1/GREM1",2
"GO:0001649","GO:0001649","osteoblast differentiation","6/77","265/18860",0.0226415094339623,5.54569958343543,4.77142157363302,0.000748673111739041,0.0150755540227452,0.0114092050760232,"COL1A1/GREM1/IGFBP5/LEF1/TNFAIP6/VCAN",6
"GO:0034446","GO:0034446","substrate adhesion-dependent cell spreading","4/77","101/18860",0.0396039603960396,9.7003986112897,5.61328650223943,0.000777004199912345,0.0154702409240975,0.0117079047982061,"ANTXR1/FN1/POSTN/EFNA5",4
"GO:0022404","GO:0022404","molting cycle process","4/77","102/18860",0.0392156862745098,9.60529666412019,5.57949484618188,0.000806235977196683,0.0156994522153024,0.0118813722955301,"IGFBP5/INHBA/CDH3/FERMT1",4
"GO:0022405","GO:0022405","hair cycle process","4/77","102/18860",0.0392156862745098,9.60529666412019,5.57949484618188,0.000806235977196683,0.0156994522153024,0.0118813722955301,"IGFBP5/INHBA/CDH3/FERMT1",4
"GO:0030509","GO:0030509","BMP signaling pathway","5/77","179/18860",0.0279329608938547,6.84176159036494,5.02796791613,0.000828428039818285,0.0159562444191087,0.0120757130746967,"GREM1/LEF1/SULF1/TNFAIP6/ITGA3",5
"GO:0032836","GO:0032836","glomerular basement membrane development","2/77","11/18860",0.181818181818182,44.5336481700118,9.24697028458675,0.000883571510591903,0.0166562629443495,0.012605488292207,"SULF1/SULF2",2
"GO:0090673","GO:0090673","endothelial cell-matrix adhesion","2/77","11/18860",0.181818181818182,44.5336481700118,9.24697028458675,0.000883571510591903,0.0166562629443495,0.012605488292207,"LEF1/CEACAM6",2
"GO:0098742","GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules","6/77","279/18860",0.021505376344086,5.26742075129172,4.59785465333146,0.000977653437839138,0.0182358093879048,0.0138008917430145,"CDH11/CDH3/CEACAM1/CEACAM6/EFNA5/ITGA3",6
"GO:0014831","GO:0014831","gastro-intestinal system smooth muscle contraction","2/77","12/18860",0.166666666666667,40.8225108225108,8.83504648837588,0.0010574820032105,0.0191210011192757,0.0144708063597227,"SULF1/SULF2",2
"GO:0048012","GO:0048012","hepatocyte growth factor receptor signaling pathway","2/77","12/18860",0.166666666666667,40.8225108225108,8.83504648837588,0.0010574820032105,0.0191210011192757,0.0144708063597227,"ADAMTS12/MET",2
"GO:1901862","GO:1901862","negative regulation of muscle tissue development","2/77","12/18860",0.166666666666667,40.8225108225108,8.83504648837588,0.0010574820032105,0.0191210011192757,0.0144708063597227,"IGFBP5/LEF1",2
"GO:0090130","GO:0090130","tissue migration","4/77","110/18860",0.0363636363636364,8.90672963400236,5.32494110495107,0.00106869688103915,0.0191285946788017,0.0144765531785632,"ACTA2/FERMT1/ITGA2/ITGA3",4
"GO:0035850","GO:0035850","epithelial cell differentiation involved in kidney development","3/77","50/18860",0.06,14.6961038961039,6.20883130005371,0.00111716762481657,0.0197962103117497,0.0149818058317507,"ACTA2/EDNRA/GREM1",3
"GO:0006029","GO:0006029","proteoglycan metabolic process","4/77","114/18860",0.0350877192982456,8.59421280473912,5.207186057262,0.00122015910920318,0.0210352871881448,0.0159195413316481,"ADAMTS12/EDNRA/SULF1/SULF2",4
"GO:0043568","GO:0043568","positive regulation of insulin-like growth factor receptor signaling pathway","2/77","13/18860",0.153846153846154,37.6823176823177,8.47089975208765,0.00124644760426366,0.0210352871881448,0.0159195413316481,"IGFBP5/CDH3",2
"GO:0060100","GO:0060100","positive regulation of phagocytosis, engulfment","2/77","13/18860",0.153846153846154,37.6823176823177,8.47089975208765,0.00124644760426366,0.0210352871881448,0.0159195413316481,"RAB31/ITGA2",2
"GO:0061430","GO:0061430","bone trabecula morphogenesis","2/77","13/18860",0.153846153846154,37.6823176823177,8.47089975208765,0.00124644760426366,0.0210352871881448,0.0159195413316481,"COL1A1/GREM1",2
"GO:1905155","GO:1905155","positive regulation of membrane invagination","2/77","13/18860",0.153846153846154,37.6823176823177,8.47089975208765,0.00124644760426366,0.0210352871881448,0.0159195413316481,"RAB31/ITGA2",2
"GO:0007565","GO:0007565","female pregnancy","5/77","197/18860",0.0253807106598985,6.21662601358033,4.71253188178864,0.00127027966141609,0.0212352411323521,0.0160708668187101,"IGFBP5/ITGA2/ITGA3/ITGB4/SLC2A1",5
"GO:0043473","GO:0043473","pigmentation","4/77","116/18860",0.0344827586206897,8.44603672189879,5.1504508144756,0.00130126053519187,0.0215498473678505,0.016308961355971,"EDNRA/AP1S3/CDH3/MLPH",4
"GO:0060324","GO:0060324","face development","3/77","54/18860",0.0555555555555556,13.6075036075036,5.94018510857127,0.00139734285401574,0.0229267734936657,0.0173510214036653,"COL1A1/EDNRA/LEF1",3
"GO:1900025","GO:1900025","negative regulation of substrate adhesion-dependent cell spreading","2/77","14/18860",0.142857142857143,34.9907235621521,8.14586198476701,0.00145034570218643,0.0231245879329492,0.0175007277097406,"POSTN/EFNA5",2
"GO:0002040","GO:0002040","sprouting angiogenesis","5/77","203/18860",0.0246305418719212,6.03288337278485,4.61600417945129,0.00145041148879274,0.0231245879329492,0.0175007277097406,"GREM1/LEF1/SRPX2/CEACAM1/PKM",5
"GO:0032330","GO:0032330","regulation of chondrocyte differentiation","3/77","55/18860",0.0545454545454545,13.3600944510035,5.87744642316146,0.0014736440394597,0.0231245879329492,0.0175007277097406,"ADAMTS12/GREM1/MBOAT2",3
